document,year,region,amount_in_source_units,unit_in_source,amount_thous_rub,note
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Адыгея,125755000.0,рублей,125755.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Алтай,243531000.0,рублей,243531.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Башкортостан,361861000.0,рублей,361861.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Бурятия,262100500.0,рублей,262100.5,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Дагестан,268645000.0,рублей,268645.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Ингушетия,229271000.0,рублей,229271.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Кабардино-Балкарская Республика,123875000.0,рублей,123875.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Калмыкия,58450000.0,рублей,58450.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Карачаево-Черкесская Республика,76596000.0,рублей,76596.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Карелия,169378000.0,рублей,169378.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Коми,56611000.0,рублей,56611.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Марий Эл,76905500.0,рублей,76905.5,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Мордовия,120547000.0,рублей,120547.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Саха (Якутия),245050000.0,рублей,245050.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Северная Осетия - Алания,158535000.0,рублей,158535.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Татарстан,585303000.0,рублей,585303.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Тыва,49286000.0,рублей,49286.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Удмуртская Республика,417511000.0,рублей,417511.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Республика Хакасия,80000000.0,рублей,80000.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Чеченская Республика,358080000.0,рублей,358080.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Чувашская Республика,265007304.0,рублей,265007.304,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Алтайский край,318400000.0,рублей,318400.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Забайкальский край,200434000.0,рублей,200434.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Камчатский край,59957000.0,рублей,59957.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Краснодарский край,644776358.0,рублей,644776.358,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Красноярский край,359729000.0,рублей,359729.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Пермский край,476221000.0,рублей,476221.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Приморский край,258836128.0,рублей,258836.128,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Ставропольский край,321285000.0,рублей,321285.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Хабаровский край,185051000.0,рублей,185051.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Амурская область,163331600.0,рублей,163331.6,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Архангельская область,244168000.0,рублей,244168.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Астраханская область,138749000.0,рублей,138749.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Белгородская область,335644896.0,рублей,335644.896,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Брянская область,285521000.0,рублей,285521.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Владимирская область,216134000.0,рублей,216134.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Волгоградская область,159200000.0,рублей,159200.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Вологодская область,74000000.0,рублей,74000.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Воронежская область,371397500.0,рублей,371397.5,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Ивановская область,96786856.0,рублей,96786.856,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Иркутская область,353045400.0,рублей,353045.4,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Калининградская область,142292000.0,рублей,142292.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Калужская область,163353987.0,рублей,163353.987,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Кемеровская область,152723004.0,рублей,152723.004,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Кировская область,213266000.0,рублей,213266.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Костромская область,75200000.0,рублей,75200.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Курганская область,111198000.0,рублей,111198.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Курская область,66968000.0,рублей,66968.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Ленинградская область,194849000.0,рублей,194849.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Липецкая область,147457001.0,рублей,147457.001,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Магаданская область,32785000.0,рублей,32785.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Московская область,610870870.0,рублей,610870.87,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Мурманская область,79000000.0,рублей,79000.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Нижегородская область,435247508.0,рублей,435247.508,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Новгородская область,74000000.0,рублей,74000.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Новосибирская область,430285000.0,рублей,430285.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Омская область,284434000.0,рублей,284434.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Оренбургская область,168115000.0,рублей,168115.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Орловская область,95780000.0,рублей,95780.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Пензенская область,297567032.0,рублей,297567.032,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Псковская область,81803000.0,рублей,81803.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Ростовская область,596011000.0,рублей,596011.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Рязанская область,271485000.0,рублей,271485.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Самарская область,400880000.0,рублей,400880.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Саратовская область,97412000.0,рублей,97412.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Сахалинская область,40000000.0,рублей,40000.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Свердловская область,548510775.0,рублей,548510.775,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Смоленская область,280671000.0,рублей,280671.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Тамбовская область,121000000.0,рублей,121000.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Тверская область,159560000.0,рублей,159560.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Томская область,188199000.0,рублей,188199.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Тульская область,178696000.0,рублей,178696.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Тюменская область,195729000.0,рублей,195729.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Ульяновская область,117200000.0,рублей,117200.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Челябинская область,138400000.0,рублей,138400.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Ярославская область,199894281.0,рублей,199894.281,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Город Москва,1411435500.0,рублей,1411435.5,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Город Санкт-Петербург,260000000.0,рублей,260000.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Еврейская автономная область,5461000.0,рублей,5461.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Ханты-Мансийский автономный округ - Югра,213000000.0,рублей,213000.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Чукотский автономный округ,16200000.0,рублей,16200.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Ямало-Ненецкий автономный округ,108095000.0,рублей,108095.0,
RP_2012-08-02_N1410-r_raspredelenie_2012,2012,Всего,19000000000.0,рублей,19000000.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Адыгея,68926.0,тыс. рублей,68926.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Алтай,33168.0,тыс. рублей,33168.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Башкортостан,415881.0,тыс. рублей,415881.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Бурятия,121207.0,тыс. рублей,121207.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Дагестан,234822.0,тыс. рублей,234822.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Ингушетия,33461.0,тыс. рублей,33461.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Кабардино-Балкарская Республика,97854.0,тыс. рублей,97854.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Калмыкия,41796.0,тыс. рублей,41796.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Карачаево-Черкесская Республика,57176.0,тыс. рублей,57176.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Карелия,82365.0,тыс. рублей,82365.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Коми,114847.0,тыс. рублей,114847.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Марий Эл,70726.0,тыс. рублей,70726.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Мордовия,79348.0,тыс. рублей,79348.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Саха (Якутия),161553.0,тыс. рублей,161553.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Северная Осетия - Алания,67875.0,тыс. рублей,67875.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Татарстан,486302.0,тыс. рублей,486302.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Тыва,35780.0,тыс. рублей,35780.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Удмуртская Республика,189608.0,тыс. рублей,189608.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Республика Хакасия,72260.0,тыс. рублей,72260.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Чеченская Республика,142597.0,тыс. рублей,142597.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Чувашская Республика,166989.0,тыс. рублей,166989.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Алтайский край,304509.0,тыс. рублей,304509.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Забайкальский край,117314.0,тыс. рублей,117314.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Камчатский край,55291.0,тыс. рублей,55291.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Краснодарский край,893503.0,тыс. рублей,893503.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Красноярский край,368601.0,тыс. рублей,368601.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Пермский край,370380.0,тыс. рублей,370380.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Приморский край,259522.0,тыс. рублей,259522.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ставропольский край,372554.0,тыс. рублей,372554.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Хабаровский край,166324.0,тыс. рублей,166324.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Амурская область,92476.0,тыс. рублей,92476.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Архангельская область,143989.0,тыс. рублей,143989.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Астраханская область,127410.0,тыс. рублей,127410.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Белгородская область,215011.0,тыс. рублей,215011.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Брянская область,154408.0,тыс. рублей,154408.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Владимирская область,197976.0,тыс. рублей,197976.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Волгоградская область,297799.0,тыс. рублей,297799.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Вологодская область,156504.0,тыс. рублей,156504.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Воронежская область,243317.0,тыс. рублей,243317.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ивановская область,138858.0,тыс. рублей,138858.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Иркутская область,294151.0,тыс. рублей,294151.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Калининградская область,162580.0,тыс. рублей,162580.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Калужская область,134721.0,тыс. рублей,134721.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Кемеровская область,277176.0,тыс. рублей,277176.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Кировская область,183994.0,тыс. рублей,183994.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Костромская область,84337.0,тыс. рублей,84337.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Курганская область,80659.0,тыс. рублей,80659.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Курская область,130185.0,тыс. рублей,130185.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ленинградская область,175158.0,тыс. рублей,175158.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Липецкая область,137774.0,тыс. рублей,137774.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Магаданская область,30308.0,тыс. рублей,30308.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Московская область,806324.0,тыс. рублей,806324.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Мурманская область,79312.0,тыс. рублей,79312.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Нижегородская область,399975.0,тыс. рублей,399975.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Новгородская область,78043.0,тыс. рублей,78043.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Новосибирская область,415464.0,тыс. рублей,415464.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Омская область,245981.0,тыс. рублей,245981.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Оренбургская область,228972.0,тыс. рублей,228972.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Орловская область,86560.0,тыс. рублей,86560.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Пензенская область,163933.0,тыс. рублей,163933.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Псковская область,75374.0,тыс. рублей,75374.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ростовская область,643844.0,тыс. рублей,643844.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Рязанская область,133223.0,тыс. рублей,133223.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Самарская область,372264.0,тыс. рублей,372264.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Саратовская область,274975.0,тыс. рублей,274975.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Сахалинская область,82809.0,тыс. рублей,82809.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Свердловская область,612126.0,тыс. рублей,612126.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Смоленская область,124151.0,тыс. рублей,124151.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Тамбовская область,105772.0,тыс. рублей,105772.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Тверская область,142102.0,тыс. рублей,142102.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Томская область,140519.0,тыс. рублей,140519.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Тульская область,185018.0,тыс. рублей,185018.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Тюменская область,213236.0,тыс. рублей,213236.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ульяновская область,147912.0,тыс. рублей,147912.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Челябинская область,419317.0,тыс. рублей,419317.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ярославская область,189040.0,тыс. рублей,189040.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Город Москва,1344638.0,тыс. рублей,1344638.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Город Санкт-Петербург,829647.0,тыс. рублей,829647.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Еврейская автономная область,18138.0,тыс. рублей,18138.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ненецкий автономный округ,4690.0,тыс. рублей,4690.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ханты-Мансийский автономный округ - Югра,238244.0,тыс. рублей,238244.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Чукотский автономный округ,4996.1,тыс. рублей,4996.1,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Ямало-Ненецкий автономный округ,77775.0,тыс. рублей,77775.0,
RP_2013-03-12_N328-r_raspredelenie_2013,2013,Всего,18025704.1,тыс. рублей,18025704.1,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Адыгея,62598478.0,рублей,62598.478,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Алтай,32733882.0,рублей,32733.882,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Башкортостан,409976862.0,рублей,409976.862,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Бурятия,114219664.0,рублей,114219.664,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Дагестан,228374412.0,рублей,228374.412,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Ингушетия,29721781.0,рублей,29721.781,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Кабардино-Балкарская Республика,99441542.0,рублей,99441.542,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Калмыкия,39008011.0,рублей,39008.011,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Карачаево-Черкесская Республика,51861375.0,рублей,51861.375,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Карелия,79194248.0,рублей,79194.248,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Коми,114901282.0,рублей,114901.282,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Марий Эл,67902114.0,рублей,67902.114,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Мордовия,76003628.0,рублей,76003.628,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Саха (Якутия),167875966.0,рублей,167875.966,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Северная Осетия - Алания,69846347.0,рублей,69846.347,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Татарстан,454609843.0,рублей,454609.843,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Тыва,33441466.0,рублей,33441.466,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Удмуртская Республика,172893971.0,рублей,172893.971,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Республика Хакасия,73975003.0,рублей,73975.003,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Чеченская Республика,120036136.0,рублей,120036.136,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Чувашская Республика,150105217.0,рублей,150105.217,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Алтайский край,298892640.0,рублей,298892.64,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Забайкальский край,104667278.0,рублей,104667.278,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Камчатский край,56210746.0,рублей,56210.746,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Краснодарский край,889170387.0,рублей,889170.387,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Красноярский край,405205538.0,рублей,405205.538,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Пермский край,344528573.0,рублей,344528.573,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Приморский край,264798768.0,рублей,264798.768,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ставропольский край,350182755.0,рублей,350182.755,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Хабаровский край,182336000.0,рублей,182336.0,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Амурская область,98214630.0,рублей,98214.63,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Архангельская область,144317958.0,рублей,144317.958,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Астраханская область,121285768.0,рублей,121285.768,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Белгородская область,219143360.0,рублей,219143.36,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Брянская область,136274868.0,рублей,136274.868,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Владимирская область,184260759.0,рублей,184260.759,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Волгоградская область,282212479.0,рублей,282212.479,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Вологодская область,140929344.0,рублей,140929.344,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Воронежская область,241724383.0,рублей,241724.383,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ивановская область,137488797.0,рублей,137488.797,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Иркутская область,281972290.0,рублей,281972.29,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Калининградская область,175003741.0,рублей,175003.741,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Калужская область,134012546.0,рублей,134012.546,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Кемеровская область,279262048.0,рублей,279262.048,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Кировская область,173650243.0,рублей,173650.243,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Костромская область,80349752.0,рублей,80349.752,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Курганская область,81261822.0,рублей,81261.822,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Курская область,126245349.0,рублей,126245.349,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ленинградская область,194361685.0,рублей,194361.685,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Липецкая область,131889794.0,рублей,131889.794,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Магаданская область,32840994.0,рублей,32840.994,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Московская область,852872617.0,рублей,852872.617,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Мурманская область,75507020.0,рублей,75507.02,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Нижегородская область,372387265.0,рублей,372387.265,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Новгородская область,76091264.0,рублей,76091.264,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Новосибирская область,409272524.0,рублей,409272.524,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Омская область,239221872.0,рублей,239221.872,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Оренбургская область,210467340.0,рублей,210467.34,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Орловская область,86078588.0,рублей,86078.588,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Пензенская область,167165136.0,рублей,167165.136,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Псковская область,75172703.0,рублей,75172.703,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ростовская область,640061811.0,рублей,640061.811,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Рязанская область,134330634.0,рублей,134330.634,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Самарская область,375977119.0,рублей,375977.119,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Саратовская область,272309547.0,рублей,272309.547,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Сахалинская область,84491392.0,рублей,84491.392,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Свердловская область,612495241.0,рублей,612495.241,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Смоленская область,120140001.0,рублей,120140.001,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Тамбовская область,102067393.0,рублей,102067.393,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Тверская область,158739042.0,рублей,158739.042,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Томская область,148693295.0,рублей,148693.295,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Тульская область,192079889.0,рублей,192079.889,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Тюменская область,222074317.0,рублей,222074.317,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ульяновская область,145460479.0,рублей,145460.479,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Челябинская область,393991303.0,рублей,393991.303,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ярославская область,186497115.0,рублей,186497.115,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Город Москва,1458759411.0,рублей,1458759.411,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Город Санкт-Петербург,1022631147.0,рублей,1022631.147,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Еврейская автономная область,17806453.0,рублей,17806.453,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ненецкий автономный округ,5164066.0,рублей,5164.066,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ханты-Мансийский автономный округ - Югра,248819700.0,рублей,248819.7,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Чукотский автономный округ,5826209.0,рублей,5826.209,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Ямало-Ненецкий автономный округ,80557484.0,рублей,80557.484,
RP_2014-03-31_N476-r_raspredelenie_2014,2014,Всего,18134625900.0,рублей,18134625.9,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Адыгея,72312771.0,рублей,72312.771,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Алтай,34178111.0,рублей,34178.111,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Башкортостан,1146000000.0,рублей,1146000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Бурятия,111830471.0,рублей,111830.471,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Дагестан,237751194.0,рублей,237751.194,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Ингушетия,544800000.0,рублей,544800.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Кабардино-Балкарская Республика,200000000.0,рублей,200000.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Калмыкия,21584000.0,рублей,21584.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Карачаево-Черкесская Республика,46960000.0,рублей,46960.0,
RP_2014-09-06_N1751-r_izm_476-r,2014,Республика Карелия,20100000.0,рублей,20100.0,
