document,year,region,amount_in_source_units,unit_in_source,amount_thous_rub,note
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Курганская область,894710.6,тыс. рублей,894710.6,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Курская область,169402.4,тыс. рублей,169402.4,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Ленинградская область,273182.9,тыс. рублей,273182.9,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Липецкая область,205358.7,тыс. рублей,205358.7,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Магаданская область,65468.8,тыс. рублей,65468.8,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Московская область,273293.0,тыс. рублей,273293.0,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Мурманская область,343649.8,тыс. рублей,343649.8,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Нижегородская область,674567.8,тыс. рублей,674567.8,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Новгородская область,224684.6,тыс. рублей,224684.6,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Новосибирская область,1279710.5,тыс. рублей,1279710.5,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Омская область,157658.4,тыс. рублей,157658.4,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Оренбургская область,213614.8,тыс. рублей,213614.8,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Орловская область,119621.2,тыс. рублей,119621.2,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Пензенская область,514163.1,тыс. рублей,514163.1,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Псковская область,477906.5,тыс. рублей,477906.5,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Ростовская область,499843.6,тыс. рублей,499843.6,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Рязанская область,381209.3,тыс. рублей,381209.3,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Самарская область,283072.3,тыс. рублей,283072.3,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Саратовская область,465283.3,тыс. рублей,465283.3,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Сахалинская область,203099.4,тыс. рублей,203099.4,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Свердловская область,1373769.7,тыс. рублей,1373769.7,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Смоленская область,545504.1,тыс. рублей,545504.1,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Тамбовская область,332499.0,тыс. рублей,332499.0,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Тверская область,434951.3,тыс. рублей,434951.3,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Томская область,180370.3,тыс. рублей,180370.3,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Тульская область,528724.7,тыс. рублей,528724.7,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Тюменская область,47679.3,тыс. рублей,47679.3,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Ульяновская область,664750.9,тыс. рублей,664750.9,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Челябинская область,355015.4,тыс. рублей,355015.4,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Ярославская область,313464.3,тыс. рублей,313464.3,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Город Санкт-Петербург,138908.8,тыс. рублей,138908.8,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Город Севастополь,377021.4,тыс. рублей,377021.4,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Еврейская автономная область,154458.8,тыс. рублей,154458.8,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Ненецкий автономный округ,115491.1,тыс. рублей,115491.1,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Ханты-Мансийский автономный округ - Югра,244565.8,тыс. рублей,244565.8,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Чукотский автономный округ,206498.1,тыс. рублей,206498.1,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Ямало-Ненецкий автономный округ,23081.2,тыс. рублей,23081.2,в источнике колонки 2019/2020/2021; взята первая (2019)
RP_2019-09-30_N2250-r_izm_raspredelenie_2019,2019,Всего,34315988.4,тыс. рублей,34315988.4,в источнике колонки 2019/2020/2021; взята первая (2019)
