snapshot_date,level,name,n_msp_total,n_ul,n_ip,workers_total,workers_ul_micro,workers_ul_small,workers_ul_medium,workers_ip_total
2021-08-10,region,Республика Башкортостан,120297,47392,72905,303534.0,98740.0,110819.0,35871.0,58104.0
2021-08-10,region,Республика Марий Эл,19026,7177,11849,59578.0,17426.0,23052.0,6166.0,12934.0
2021-08-10,region,Республика Мордовия,19993,6025,13968,60871.0,14642.0,22186.0,9173.0,14870.0
2021-08-10,region,Республика Татарстан (Татарстан),151276,67934,83342,414041.0,155464.0,145645.0,51826.0,61106.0
2021-08-10,region,Удмуртская Республика,54942,22923,32019,166687.0,49206.0,60273.0,22521.0,34687.0
2021-08-10,region,Чувашская Республика - Чувашия,42259,13367,28892,120460.0,34826.0,45207.0,17477.0,22950.0
2021-08-10,region,Кировская область,43398,17305,26093,128400.0,35718.0,43831.0,18264.0,30587.0
2021-08-10,region,Нижегородская область,119355,53280,66075,373955.0,123861.0,137711.0,52128.0,60255.0
2021-08-10,region,Оренбургская область,54160,16953,37207,137213.0,40185.0,48939.0,17575.0,30514.0
2021-08-10,region,Пензенская область,42400,12904,29496,118048.0,31960.0,38548.0,13040.0,34500.0
2021-08-10,region,Пермский край,92412,36501,55911,264966.0,83560.0,89023.0,33543.0,58840.0
2021-08-10,region,Самарская область,123581,59387,64194,363556.0,146385.0,132815.0,43232.0,41124.0
2021-08-10,region,Саратовская область,71085,24911,46174,203653.0,61014.0,71224.0,23362.0,48053.0
2021-08-10,region,Ульяновская область,40652,15654,24998,114370.0,38504.0,39143.0,12509.0,24214.0
2021-08-10,FO,Уральский федеральный округ,476804,196491,280313,1253307.0,429837.0,432988.0,154602.0,235880.0
2021-08-10,region,Курганская область,20033,6399,13634,57119.0,14689.0,19639.0,7906.0,14885.0
2021-08-10,region,Свердловская область,189659,84484,105175,506064.0,175728.0,172857.0,60604.0,96875.0
2021-08-10,region,Тюменская область,63450,27598,35852,172801.0,63204.0,59948.0,19823.0,29826.0
2021-08-10,region,Челябинская область,130033,54928,75105,331631.0,117797.0,114306.0,38303.0,61225.0
2021-08-10,region,Ханты-Мансийский автономный округ - Югра,57038,18802,38236,145077.0,45094.0,52745.0,24004.0,23234.0
2021-08-10,region,Ямало-Ненецкий автономный округ,16591,4280,12311,40615.0,13325.0,13493.0,3962.0,9835.0
2021-08-10,FO,Сибирский федеральный округ,589129,243997,345132,1537303.0,542613.0,533804.0,173350.0,287536.0
2021-08-10,region,Республика Алтай,8133,2465,5668,18736.0,5040.0,5239.0,3905.0,4552.0
2021-08-10,region,Республика Тыва,6904,1158,5746,7872.0,2506.0,1817.0,350.0,3199.0
2021-08-10,region,Республика Хакасия,15964,4683,11281,35468.0,9735.0,10580.0,2141.0,13012.0
2021-08-10,region,Алтайский край,73096,29403,43693,198676.0,61831.0,69570.0,28952.0,38323.0
2021-08-10,region,Красноярский край,100246,40957,59289,246226.0,88674.0,84629.0,25365.0,47558.0
2021-08-10,region,Иркутская область,83026,32509,50517,202920.0,71646.0,70452.0,20474.0,40348.0
2021-08-10,region,Кемеровская область,64814,24385,40429,179961.0,60371.0,67747.0,19638.0,32205.0
2021-08-10,region,Новосибирская область,137811,67198,70613,375480.0,152606.0,133039.0,42826.0,47009.0
2021-08-10,region,Омская область,60558,24015,36543,168138.0,52106.0,55877.0,18094.0,42061.0
2021-08-10,region,Томская область,38577,17224,21353,103826.0,38098.0,34854.0,11605.0,19269.0
2021-08-10,FO,Дальневосточный федеральный округ,296130,115583,180547,704414.0,239278.0,234659.0,65299.0,165178.0
2021-08-10,region,Республика Бурятия,29574,12248,17326,52575.0,17705.0,14533.0,3139.0,17198.0
2021-08-10,region,Республика Саха (Якутия),38472,11251,27221,56204.0,18499.0,18372.0,3908.0,15425.0
2021-08-10,region,Приморский край,81858,36241,45617,207389.0,79851.0,68530.0,16603.0,42405.0
2021-08-10,region,Хабаровский край,48630,22722,25908,131675.0,49586.0,46046.0,13392.0,22651.0
2021-08-10,region,Амурская область,24995,9080,15915,70264.0,21303.0,24596.0,5721.0,18644.0
2021-08-10,region,Камчатский край,14434,5293,9141,33804.0,9959.0,11059.0,5414.0,7372.0
2021-08-10,region,Магаданская область,6280,2009,4271,16569.0,4842.0,6566.0,2117.0,3044.0
2021-08-10,region,Сахалинская область,22572,8278,14294,62234.0,18581.0,21711.0,8667.0,13275.0
2021-08-10,region,Забайкальский край,24334,6983,17351,60986.0,15281.0,19309.0,4945.0,21451.0
2021-08-10,region,Еврейская автономная область,3602,1084,2518,9246.0,2429.0,3207.0,680.0,2930.0
2021-08-10,region,Чукотский автономный округ,1379,394,985,3468.0,1242.0,730.0,713.0,783.0
2022-01-10,RF,Российская Федерация,5866703,2314058,3552645,14662197.0,5212144.0,5110415.0,1836238.0,2503400.0
2022-01-10,FO,Центральный федеральный округ,1857954,802946,1055008,4796045.0,1832520.0,1718690.0,638906.0,605929.0
2022-01-10,region,Белгородская область,58492,18379,40113,138755.0,42802.0,48789.0,19483.0,27681.0
2022-01-10,region,Брянская область,37004,10166,26838,93197.0,26746.0,35913.0,11248.0,19290.0
2022-01-10,region,Владимирская область,49572,15869,33703,137016.0,39261.0,49668.0,21146.0,26941.0
2022-01-10,region,Воронежская область,85008,31042,53966,229503.0,73409.0,81728.0,28755.0,45611.0
2022-01-10,region,Ивановская область,40637,17474,23163,112202.0,34678.0,40953.0,11374.0,25197.0
2022-01-10,region,Калужская область,42509,13501,29008,109936.0,32589.0,44140.0,15061.0,18146.0
2022-01-10,region,Костромская область,22279,8138,14141,74243.0,18839.0,26446.0,7043.0,21915.0
2022-01-10,region,Курская область,34843,10753,24090,82998.0,23150.0,28737.0,9317.0,21794.0
2022-01-10,region,Липецкая область,39138,13073,26065,90517.0,31239.0,31977.0,10827.0,16474.0
2022-01-10,region,Московская область,389450,131069,258381,838905.0,308789.0,293381.0,122731.0,114004.0
2022-01-10,region,Орловская область,24854,7415,17439,64534.0,18669.0,22527.0,8288.0,15050.0
2022-01-10,region,Рязанская область,40675,15153,25522,119310.0,36057.0,44830.0,14759.0,23664.0
2022-01-10,region,Смоленская область,37587,16873,20714,101790.0,32526.0,34853.0,15182.0,19229.0
2022-01-10,region,Тамбовская область,29746,8444,21302,71734.0,20037.0,25900.0,9489.0,16308.0
2022-01-10,region,Тверская область,45568,18085,27483,131213.0,42302.0,48875.0,16188.0,23848.0
2022-01-10,region,Тульская область,52683,17891,34792,132160.0,42980.0,49813.0,16303.0,23064.0
2022-01-10,region,Ярославская область,49419,23311,26108,141956.0,50361.0,49744.0,19796.0,22055.0
2022-01-10,region,г.Москва,778490,426310,352180,2126076.0,958086.0,760416.0,281916.0,125658.0
2022-01-10,FO,Северо-Западный федеральный округ,678810,304806,374004,1788578.0,700739.0,648110.0,215825.0,223904.0
2022-01-10,region,Республика Карелия,25701,11046,14655,54571.0,21551.0,20186.0,4919.0,7915.0
2022-01-10,region,Республика Коми,25180,8410,16770,61925.0,19027.0,20448.0,7820.0,14630.0
2022-01-10,region,Архангельская область,33917,11328,22589,81133.0,23358.0,28432.0,9650.0,19693.0
2022-01-10,region,Вологодская область,48044,22557,25487,120078.0,38638.0,42553.0,14332.0,24555.0
2022-01-10,region,Калининградская область,55459,26099,29360,138982.0,56875.0,45467.0,9658.0,26982.0
2022-01-10,region,Ленинградская область,69392,19837,49555,158469.0,46765.0,53834.0,27405.0,30465.0
2022-01-10,region,Мурманская область,24496,9011,15485,47085.0,18171.0,14967.0,5745.0,8202.0
2022-01-10,region,Новгородская область,20339,7020,13319,52764.0,15785.0,21801.0,6065.0,9113.0
2022-01-10,region,Псковская область,20470,7921,12549,57272.0,18295.0,22792.0,7539.0,8646.0
2022-01-10,region,г.Санкт-Петербург,354201,181143,173058,1011611.0,441258.0,376290.0,121432.0,72631.0
2022-01-10,region,Ненецкий автономный округ,1611,434,1177,4688.0,1016.0,1340.0,1260.0,1072.0
2022-01-10,FO,Южный федеральный округ,678129,179578,498551,1409666.0,435668.0,426285.0,157894.0,389819.0
2022-01-10,region,Республика Адыгея (Адыгея),15723,3389,12334,30838.0,8211.0,10779.0,3088.0,8760.0
2022-01-10,region,Республика Калмыкия,9811,1715,8096,13184.0,3024.0,3549.0,845.0,5766.0
2022-01-10,region,Краснодарский край,273629,70496,203133,533497.0,165753.0,158793.0,65701.0,143250.0
2022-01-10,region,Астраханская область,28049,7593,20456,62960.0,19287.0,19057.0,4702.0,19914.0
2022-01-10,region,Волгоградская область,72605,20899,51706,172641.0,54317.0,57068.0,20570.0,40686.0
2022-01-10,region,Ростовская область,170274,46842,123432,385393.0,118119.0,122720.0,43947.0,100607.0
2022-01-10,region,Республика Крым,84233,20977,63256,164368.0,49392.0,41999.0,15200.0,57777.0
2022-01-10,region,г.Севастополь,23805,7667,16138,46785.0,17565.0,12320.0,3841.0,13059.0
2022-01-10,FO,Северо-Кавказский федеральный округ,205050,50834,154216,352750.0,110077.0,105770.0,48258.0,88645.0
2022-01-10,region,Республика Дагестан,42289,10055,32234,51918.0,19499.0,18000.0,5234.0,9185.0
2022-01-10,region,Республика Ингушетия,4888,2364,2524,6264.0,3185.0,2175.0,516.0,388.0
2022-01-10,region,Кабардино-Балкарская Республика,19144,5179,13965,27027.0,10630.0,7858.0,3845.0,4694.0
2022-01-10,region,Карачаево-Черкесская Республика,11662,2610,9052,18379.0,5670.0,4797.0,3255.0,4657.0
2022-01-10,region,Республика Северная Осетия - Алания,15979,4993,10986,28498.0,10427.0,9417.0,4463.0,4191.0
2022-01-10,region,Чеченская Республика,16600,4170,12430,19120.0,6251.0,4917.0,2335.0,5617.0
2022-01-10,region,Ставропольский край,94488,21463,73025,201544.0,54415.0,58606.0,28610.0,59913.0
2022-01-10,FO,Приволжский федеральный округ,1035009,410521,624488,2824775.0,926680.0,1009541.0,368842.0,519712.0
2022-01-10,region,Республика Башкортостан,126929,48674,78255,304093.0,98380.0,111926.0,36985.0,56802.0
2022-01-10,region,Республика Марий Эл,19707,7254,12453,59313.0,17391.0,22949.0,6524.0,12449.0
2022-01-10,region,Республика Мордовия,20220,6063,14157,60915.0,14558.0,22050.0,9519.0,14788.0
2022-01-10,region,Республика Татарстан (Татарстан),160412,70789,89623,412254.0,154635.0,145590.0,52524.0,59505.0
2022-01-10,region,Удмуртская Республика,57090,23242,33848,166799.0,48839.0,60163.0,23087.0,34710.0
2022-01-10,region,Чувашская Республика - Чувашия,43597,13587,30010,119890.0,34846.0,45203.0,17432.0,22409.0
2022-01-10,region,Кировская область,44551,17476,27075,127628.0,35516.0,44102.0,18195.0,29815.0
2022-01-10,region,Нижегородская область,123239,54146,69093,373721.0,123130.0,138320.0,53243.0,59028.0
2022-01-10,region,Оренбургская область,55748,17153,38595,137342.0,39939.0,48964.0,18824.0,29615.0
2022-01-10,region,Пензенская область,43458,13110,30348,117298.0,31790.0,38472.0,13251.0,33785.0
2022-01-10,region,Пермский край,95617,36925,58692,265059.0,83231.0,88788.0,35300.0,57740.0
2022-01-10,region,Самарская область,129676,61199,68477,363274.0,145614.0,132968.0,45656.0,39036.0
2022-01-10,region,Саратовская область,72969,25060,47909,202213.0,60550.0,71207.0,23898.0,46558.0
2022-01-10,region,Ульяновская область,41796,15843,25953,114976.0,38261.0,38839.0,14404.0,23472.0
2022-01-10,FO,Уральский федеральный округ,494768,199934,294834,1256463.0,428636.0,434037.0,160755.0,233035.0
2022-01-10,region,Курганская область,20553,6427,14126,57230.0,14653.0,19575.0,8269.0,14733.0
2022-01-10,region,Свердловская область,196731,86405,110326,507230.0,175419.0,173391.0,63234.0,95186.0
2022-01-10,region,Тюменская область,66447,27989,38458,172952.0,63038.0,60343.0,19926.0,29645.0
2022-01-10,region,Челябинская область,134296,55688,78608,331251.0,117090.0,114264.0,38968.0,60929.0
2022-01-10,region,Ханты-Мансийский автономный округ - Югра,59400,19040,40360,146410.0,45168.0,52794.0,25712.0,22736.0
2022-01-10,region,Ямало-Ненецкий автономный округ,17341,4385,12956,41390.0,13268.0,13670.0,4646.0,9806.0
2022-01-10,FO,Сибирский федеральный округ,610050,247591,362459,1532465.0,539591.0,533399.0,178725.0,280750.0
2022-01-10,region,Республика Алтай,8344,2491,5853,19100.0,4970.0,5484.0,3797.0,4849.0
2022-01-10,region,Республика Тыва,7463,1243,6220,7798.0,2529.0,1756.0,350.0,3163.0
2022-01-10,region,Республика Хакасия,16494,4792,11702,35433.0,9727.0,10645.0,2269.0,12792.0
2022-01-10,region,Алтайский край,74502,29308,45194,196318.0,61125.0,69399.0,28616.0,37178.0
2022-01-10,region,Красноярский край,104443,41745,62698,246312.0,88566.0,84211.0,27277.0,46258.0
2022-01-10,region,Иркутская область,86005,33031,52974,202349.0,71273.0,70418.0,21000.0,39658.0
2022-01-10,region,Кемеровская область,67058,24679,42379,178898.0,59927.0,67548.0,20527.0,30896.0
2022-01-10,region,Новосибирская область,143175,67907,75268,373971.0,151758.0,132504.0,43811.0,45898.0
2022-01-10,region,Омская область,63014,25100,37914,168349.0,51958.0,56551.0,18646.0,41194.0
2022-01-10,region,Томская область,39552,17295,22257,103937.0,37758.0,34883.0,12432.0,18864.0
2022-01-10,FO,Дальневосточный федеральный округ,306933,117848,189085,701455.0,238233.0,234583.0,67033.0,161606.0
2022-01-10,region,Республика Бурятия,31323,12746,18577,52329.0,17731.0,14744.0,3139.0,16715.0
2022-01-10,region,Республика Саха (Якутия),40530,11790,28740,56537.0,18592.0,18594.0,4020.0,15331.0
2022-01-10,region,Приморский край,83910,36415,47495,206293.0,79108.0,68542.0,17536.0,41107.0
2022-01-10,region,Хабаровский край,50327,23136,27191,130474.0,49275.0,45377.0,13492.0,22330.0
2022-01-10,region,Амурская область,25862,9266,16596,69401.0,21225.0,24413.0,5720.0,18043.0
2022-01-10,region,Камчатский край,14992,5434,9558,33698.0,9978.0,11013.0,5414.0,7293.0
2022-01-10,region,Магаданская область,6503,2078,4425,16579.0,4904.0,6548.0,2117.0,3010.0
2022-01-10,region,Сахалинская область,23059,8337,14722,62167.0,18636.0,21904.0,8822.0,12805.0
2022-01-10,region,Забайкальский край,25309,7149,18160,61540.0,15189.0,19511.0,5380.0,21460.0
2022-01-10,region,Еврейская автономная область,3665,1090,2575,8973.0,2347.0,3207.0,680.0,2739.0
2022-01-10,region,Чукотский автономный округ,1453,407,1046,3464.0,1248.0,730.0,713.0,773.0
2022-08-10,RF,Российская Федерация,5748713,2214019,3534694,15234611.0,5401150.0,5230541.0,1852881.0,2750039.0
2022-08-10,FO,Центральный федеральный округ,1833861,776937,1056924,4981596.0,1893736.0,1776725.0,641084.0,670051.0
2022-08-10,region,Белгородская область,57168,17689,39479,148823.0,44610.0,51340.0,22346.0,30527.0
2022-08-10,region,Брянская область,36164,9614,26550,95757.0,26635.0,36423.0,10839.0,21860.0
2022-08-10,region,Владимирская область,48837,15385,33452,140364.0,41187.0,51281.0,18478.0,29418.0
2022-08-10,region,Воронежская область,81814,28490,53324,240527.0,76454.0,87093.0,26772.0,50208.0
2022-08-10,region,Ивановская область,39658,16338,23320,118045.0,37298.0,41211.0,11714.0,27822.0
2022-08-10,region,Калужская область,41273,13039,28234,111100.0,33393.0,44298.0,13449.0,19960.0
2022-08-10,region,Костромская область,21991,7888,14103,77832.0,20508.0,26829.0,6601.0,23894.0
2022-08-10,region,Курская область,33009,9550,23459,85016.0,23068.0,28690.0,9646.0,23612.0
2022-08-10,region,Липецкая область,38054,12452,25602,95408.0,31114.0,34217.0,11999.0,18078.0
2022-08-10,region,Московская область,390100,127757,262343,864071.0,317583.0,301991.0,121045.0,123452.0
2022-08-10,region,Орловская область,24264,7086,17178,66701.0,18805.0,23185.0,7678.0,17033.0
2022-08-10,region,Рязанская область,39331,14319,25012,122053.0,37450.0,44389.0,14442.0,25772.0
2022-08-10,region,Смоленская область,36587,16276,20311,106201.0,35742.0,35827.0,14325.0,20307.0
2022-08-10,region,Тамбовская область,28821,7806,21015,77190.0,21655.0,26929.0,10343.0,18263.0
2022-08-10,region,Тверская область,44443,17198,27245,136516.0,44781.0,49396.0,16300.0,26039.0
2022-08-10,region,Тульская область,51441,17217,34224,137776.0,44565.0,50630.0,16788.0,25793.0
2022-08-10,region,Ярославская область,48071,22292,25779,148839.0,52788.0,52236.0,19122.0,24693.0
2022-08-10,region,г.Москва,772835,416541,356294,2209377.0,986100.0,790760.0,289197.0,143320.0
2022-08-10,FO,Северо-Западный федеральный округ,659450,287979,371471,1862674.0,732868.0,662496.0,217837.0,249473.0
2022-08-10,region,Республика Карелия,24725,10416,14309,57316.0,22722.0,20017.0,5303.0,9274.0
2022-08-10,region,Республика Коми,24207,8036,16171,60644.0,20081.0,18702.0,6772.0,15089.0
2022-08-10,region,Архангельская область,32841,10972,21869,82095.0,23889.0,28368.0,9120.0,20718.0
2022-08-10,region,Вологодская область,45423,20326,25097,126391.0,42223.0,43663.0,13268.0,27237.0
2022-08-10,region,Калининградская область,54137,25160,28977,145780.0,58813.0,47234.0,9796.0,29937.0
2022-08-10,region,Ленинградская область,69049,19123,49926,164553.0,49893.0,54946.0,26312.0,33402.0
2022-08-10,region,Мурманская область,23782,8754,15028,49099.0,19348.0,15097.0,4950.0,9704.0
2022-08-10,region,Новгородская область,19687,6720,12967,55002.0,16922.0,21704.0,5845.0,10531.0
2022-08-10,region,Псковская область,19809,7430,12379,59495.0,19232.0,22741.0,7850.0,9672.0
2022-08-10,region,г.Санкт-Петербург,344193,170617,173576,1057832.0,458858.0,388720.0,127574.0,82680.0
2022-08-10,region,Ненецкий автономный округ,1597,425,1172,4467.0,887.0,1304.0,1047.0,1229.0
2022-08-10,FO,Южный федеральный округ,668248,170873,497375,1458561.0,444885.0,433513.0,155127.0,425036.0
2022-08-10,region,Республика Адыгея (Адыгея),15608,3304,12304,32811.0,9325.0,10463.0,3211.0,9812.0
2022-08-10,region,Республика Калмыкия,10240,1729,8511,15422.0,4030.0,3173.0,617.0,7602.0
2022-08-10,region,Краснодарский край,271677,67421,204256,554997.0,172580.0,163929.0,62070.0,156418.0
2022-08-10,region,Астраханская область,26939,7110,19829,64761.0,19605.0,19555.0,4312.0,21289.0
2022-08-10,region,Волгоградская область,70515,19684,50831,173919.0,52758.0,56354.0,21364.0,43443.0
2022-08-10,region,Ростовская область,166944,43997,122947,388659.0,117432.0,121502.0,43407.0,106318.0
2022-08-10,region,Республика Крым,83145,20185,62960,178791.0,51479.0,45474.0,16261.0,65577.0
2022-08-10,region,г.Севастополь,23180,7443,15737,49201.0,17676.0,13063.0,3885.0,14577.0
2022-08-10,FO,Северо-Кавказский федеральный округ,198233,49418,148815,367864.0,116671.0,106202.0,47704.0,97287.0
2022-08-10,region,Республика Дагестан,40381,10016,30365,54408.0,20570.0,17839.0,5637.0,10362.0
2022-08-10,region,Республика Ингушетия,4900,2250,2650,7613.0,4141.0,2191.0,274.0,1007.0
2022-08-10,region,Кабардино-Балкарская Республика,18128,4983,13145,28575.0,11575.0,8290.0,3433.0,5277.0
2022-08-10,region,Карачаево-Черкесская Республика,11273,2706,8567,19594.0,6097.0,5087.0,3377.0,5033.0
2022-08-10,region,Республика Северная Осетия - Алания,15493,4735,10758,29099.0,11708.0,9899.0,2557.0,4935.0
2022-08-10,region,Чеченская Республика,16132,4245,11887,22324.0,8095.0,4919.0,2502.0,6808.0
2022-08-10,region,Ставропольский край,91926,20483,71443,206251.0,54485.0,57977.0,29924.0,63865.0
2022-08-10,FO,Приволжский федеральный округ,1011649,388137,623512,2929308.0,962120.0,1028288.0,371214.0,567686.0
2022-08-10,region,Республика Башкортостан,122838,44847,77991,313849.0,103693.0,112416.0,37233.0,60507.0
2022-08-10,region,Республика Марий Эл,19225,6881,12344,61186.0,18430.0,23252.0,5576.0,13928.0
2022-08-10,region,Республика Мордовия,19821,5848,13973,62769.0,14698.0,21744.0,9797.0,16530.0
2022-08-10,region,Республика Татарстан (Татарстан),158145,67475,90670,431843.0,163497.0,150223.0,53536.0,64587.0
2022-08-10,region,Удмуртская Республика,55862,22127,33735,175272.0,52183.0,63108.0,21912.0,38069.0
2022-08-10,region,Чувашская Республика - Чувашия,42851,13179,29672,119126.0,33660.0,46039.0,15548.0,23879.0
2022-08-10,region,Кировская область,44208,16927,27281,136346.0,39005.0,44808.0,19998.0,32535.0
2022-08-10,region,Нижегородская область,120212,51316,68896,389392.0,129624.0,141711.0,53558.0,64499.0
2022-08-10,region,Оренбургская область,54832,16350,38482,143844.0,41367.0,50654.0,18476.0,33347.0
2022-08-10,region,Пензенская область,42711,12481,30230,125422.0,33751.0,39509.0,14747.0,37415.0
2022-08-10,region,Пермский край,93436,35226,58210,274002.0,85894.0,91288.0,35238.0,61582.0
2022-08-10,region,Самарская область,124811,56232,68579,370337.0,145223.0,132368.0,47864.0,44882.0
2022-08-10,region,Саратовская область,71261,23938,47323,207996.0,62301.0,70756.0,24054.0,50885.0
2022-08-10,region,Ульяновская область,41436,15310,26126,117924.0,38794.0,40412.0,13677.0,25041.0
2022-08-10,FO,Уральский федеральный округ,486221,192283,293938,1295655.0,438808.0,439549.0,166368.0,250930.0
2022-08-10,region,Курганская область,20165,6212,13953,60138.0,15610.0,19102.0,8865.0,16561.0
2022-08-10,region,Свердловская область,193747,83199,110548,522547.0,180668.0,175023.0,66006.0,100850.0
2022-08-10,region,Тюменская область,66124,27225,38899,181760.0,66435.0,62626.0,19466.0,33233.0
2022-08-10,region,Челябинская область,131803,53480,78323,340902.0,119488.0,116482.0,39353.0,65579.0
2022-08-10,region,Ханты-Мансийский автономный округ - Югра,57682,17994,39688,148190.0,43986.0,52760.0,26530.0,24914.0
2022-08-10,region,Ямало-Ненецкий автономный округ,16700,4173,12527,42118.0,12621.0,13556.0,6148.0,9793.0
2022-08-10,FO,Сибирский федеральный округ,593645,235300,358345,1607012.0,560284.0,549619.0,183161.0,313948.0
2022-08-10,region,Республика Алтай,8293,2372,5921,20463.0,5326.0,6029.0,3297.0,5811.0
2022-08-10,region,Республика Тыва,7509,1278,6231,9029.0,3004.0,2156.0,192.0,3677.0
2022-08-10,region,Республика Хакасия,16225,4614,11611,37724.0,9976.0,11540.0,1971.0,14237.0
2022-08-10,region,Алтайский край,71821,26803,45018,203964.0,63746.0,70405.0,28937.0,40876.0
2022-08-10,region,Красноярский край,102961,40508,62453,260833.0,93133.0,86300.0,28985.0,52415.0
2022-08-10,region,Иркутская область,82626,31056,51570,212212.0,73705.0,73729.0,20413.0,44365.0
2022-08-10,region,Кемеровская область,65199,23747,41452,184480.0,61279.0,67351.0,21566.0,34284.0
2022-08-10,region,Новосибирская область,139324,64622,74702,393915.0,156888.0,138874.0,46117.0,52036.0
2022-08-10,region,Омская область,61440,23872,37568,176258.0,54302.0,57316.0,18989.0,45651.0
2022-08-10,region,Томская область,38247,16428,21819,108134.0,38925.0,35919.0,12694.0,20596.0
2022-08-10,FO,Дальневосточный федеральный округ,297406,113092,184314,731941.0,251778.0,234149.0,70386.0,175628.0
2022-08-10,region,Республика Бурятия,29880,11670,18210,59279.0,19260.0,16094.0,3959.0,19966.0
2022-08-10,region,Республика Саха (Якутия),38431,11225,27206,58963.0,19696.0,18875.0,4552.0,15840.0
2022-08-10,region,Приморский край,82340,35808,46532,213806.0,82797.0,67530.0,18990.0,44489.0
2022-08-10,region,Хабаровский край,48435,21955,26480,132753.0,51394.0,45452.0,11359.0,24548.0
2022-08-10,region,Амурская область,25191,8781,16410,74778.0,22303.0,26277.0,6298.0,19900.0
2022-08-10,region,Камчатский край,14621,5293,9328,34619.0,10555.0,11008.0,5181.0,7875.0
2022-08-10,region,Магаданская область,6476,2071,4405,17458.0,5687.0,6145.0,2608.0,3018.0
2022-08-10,region,Сахалинская область,22035,7920,14115,62573.0,19574.0,20069.0,9813.0,13117.0
2022-08-10,region,Забайкальский край,24966,6934,18032,64951.0,16731.0,18892.0,6298.0,23030.0
2022-08-10,region,Еврейская автономная область,3578,1027,2551,8993.0,2314.0,3111.0,616.0,2952.0
2022-08-10,region,Чукотский автономный округ,1453,408,1045,3768.0,1467.0,696.0,712.0,893.0
2023-01-10,RF,Российская Федерация,5991349,2305387,3685962,15191543.0,5381932.0,5230988.0,1877488.0,2701135.0
2023-01-10,FO,Центральный федеральный округ,1930548,827894,1102654,4981901.0,1887348.0,1781727.0,652775.0,660051.0
2023-01-10,region,Белгородская область,58609,18246,40363,148733.0,44581.0,51768.0,22459.0,29925.0
2023-01-10,region,Брянская область,36370,9668,26702,95991.0,26409.0,37381.0,10839.0,21362.0
2023-01-10,region,Владимирская область,49773,15599,34174,139631.0,40912.0,51480.0,18478.0,28761.0
2023-01-10,region,Воронежская область,83524,28891,54633,239053.0,75967.0,86749.0,26924.0,49413.0
2023-01-10,region,Ивановская область,40760,16606,24154,117539.0,37086.0,41116.0,12072.0,27265.0
2023-01-10,region,Калужская область,41806,13353,28453,111128.0,33258.0,44534.0,13681.0,19655.0
2023-01-10,region,Костромская область,22327,8024,14303,77900.0,20395.0,26683.0,7066.0,23756.0
2023-01-10,region,Курская область,33468,9728,23740,84430.0,23036.0,28579.0,9643.0,23172.0
2023-01-10,region,Липецкая область,38753,12776,25977,96333.0,31000.0,34551.0,13099.0,17683.0
2023-01-10,region,Московская область,411475,133787,277688,864142.0,318023.0,301067.0,123219.0,121833.0
2023-01-10,region,Орловская область,24552,7186,17366,66294.0,18729.0,23059.0,7822.0,16684.0
2023-01-10,region,Рязанская область,40281,14624,25657,122174.0,37410.0,44687.0,14473.0,25604.0
2023-01-10,region,Смоленская область,37707,17108,20599,105206.0,34873.0,36009.0,14315.0,20009.0
2023-01-10,region,Тамбовская область,29182,7856,21326,76281.0,21490.0,26905.0,10006.0,17880.0
2023-01-10,region,Тверская область,45805,17731,28074,135886.0,44609.0,49524.0,16367.0,25386.0
2023-01-10,region,Тульская область,53175,17545,35630,137363.0,44263.0,50663.0,17165.0,25272.0
2023-01-10,region,Ярославская область,49648,23025,26623,148855.0,52688.0,52343.0,19361.0,24463.0
2023-01-10,region,г.Москва,833333,456141,377192,2214962.0,982619.0,794629.0,295786.0,141928.0
2023-01-10,FO,Северо-Западный федеральный округ,682200,294992,387208,1854422.0,727845.0,661256.0,219930.0,245391.0
2023-01-10,region,Республика Карелия,25378,10630,14748,56910.0,22705.0,19946.0,5095.0,9164.0
2023-01-10,region,Республика Коми,24698,8128,16570,60213.0,19928.0,18602.0,7040.0,14643.0
2023-01-10,region,Архангельская область,33327,11123,22204,81660.0,23801.0,28312.0,9585.0,19962.0
2023-01-10,region,Вологодская область,46261,20501,25760,126004.0,42037.0,43851.0,13586.0,26530.0
2023-01-10,region,Калининградская область,55235,25541,29694,145562.0,58937.0,47394.0,9903.0,29328.0
2023-01-10,region,Ленинградская область,72655,20065,52590,164998.0,49910.0,55435.0,26471.0,33182.0
2023-01-10,region,Мурманская область,24871,8958,15913,49550.0,19283.0,15055.0,5280.0,9932.0
2023-01-10,region,Новгородская область,20268,6847,13421,55059.0,16829.0,21682.0,6108.0,10440.0
2023-01-10,region,Псковская область,20169,7582,12587,59019.0,19007.0,22729.0,7850.0,9433.0
2023-01-10,region,г.Санкт-Петербург,357647,175175,182472,1050691.0,454539.0,386894.0,127965.0,81293.0
2023-01-10,region,Ненецкий автономный округ,1691,442,1249,4756.0,869.0,1356.0,1047.0,1484.0
2023-01-10,FO,Южный федеральный округ,682676,174600,508076,1450875.0,442933.0,432837.0,156990.0,418115.0
2023-01-10,region,Республика Адыгея (Адыгея),16218,3414,12804,32863.0,9355.0,10552.0,3259.0,9697.0
2023-01-10,region,Республика Калмыкия,11861,1874,9987,16794.0,4047.0,3254.0,617.0,8876.0
2023-01-10,region,Краснодарский край,279332,69405,209927,553032.0,172195.0,163779.0,63074.0,153984.0
