snapshot_date,level,name,n_msp_total,n_ul,n_ip,workers_total,workers_ul_micro,workers_ul_small,workers_ul_medium,workers_ip_total
2018-08-10,region,Самарская область,129283,67587,61696,391697.0,161381.0,149996.0,44125.0,36195.0
2018-08-10,region,Саратовская область,74398,27944,46454,240454.0,72564.0,86959.0,26217.0,54714.0
2018-08-10,region,Ульяновская область,44216,18511,25705,123562.0,40625.0,47921.0,12710.0,22306.0
2018-08-10,FO,Уральский федеральный округ,509131,227842,281289,1364176.0,487929.0,491014.0,155074.0,230159.0
2018-08-10,region,Курганская область,22832,7826,15006,65588.0,17784.0,24289.0,6351.0,17164.0
2018-08-10,region,Свердловская область,198287,96472,101815,539585.0,198757.0,185469.0,63339.0,92020.0
2018-08-10,region,Тюменская область,64814,31835,32979,186263.0,71507.0,68193.0,21092.0,25471.0
2018-08-10,region,Челябинская область,144103,65242,78861,367049.0,133118.0,137106.0,35049.0,61776.0
2018-08-10,region,Ханты-Мансийский автономный округ - Югра,60937,21290,39647,161200.0,52699.0,60693.0,24026.0,23782.0
2018-08-10,region,Ямало-Ненецкий автономный округ,18158,5177,12981,44491.0,14064.0,15264.0,5217.0,9946.0
2018-08-10,FO,Сибирский федеральный округ,687586,306638,380948,1883035.0,666422.0,679959.0,201037.0,335617.0
2018-08-10,region,Республика Бурятия,28223,11058,17165,62491.0,20139.0,18555.0,4537.0,19260.0
2018-08-10,region,Республика Алтай,8801,2903,5898,20093.0,5756.0,7230.0,3237.0,3870.0
2018-08-10,region,Республика Тыва,6947,1074,5873,8892.0,2359.0,1976.0,962.0,3595.0
2018-08-10,region,Республика Хакасия,17438,5333,12105,44016.0,12053.0,13819.0,2972.0,15172.0
2018-08-10,region,Алтайский край,78534,33278,45256,226045.0,71532.0,82698.0,29443.0,42372.0
2018-08-10,region,Красноярский край,108218,49520,58698,286150.0,105353.0,98920.0,30306.0,51571.0
2018-08-10,region,Иркутская область,88436,38238,50198,233129.0,84421.0,86869.0,20097.0,41742.0
2018-08-10,region,Кемеровская область,71711,29844,41867,209922.0,71471.0,83000.0,21192.0,34259.0
2018-08-10,region,Новосибирская область,142477,77347,65130,410912.0,169192.0,153411.0,48803.0,39506.0
2018-08-10,region,Омская область,67324,28832,38492,192983.0,62237.0,68872.0,20782.0,41092.0
2018-08-10,region,Томская область,43247,21402,21845,116899.0,43620.0,39246.0,13426.0,20607.0
2018-08-10,region,Забайкальский край,26230,7809,18421,71503.0,18289.0,25363.0,5280.0,22571.0
2018-08-10,FO,Дальневосточный федеральный округ,257190,106324,150866,658975.0,228410.0,232957.0,60574.0,137034.0
2018-08-10,region,Республика Саха (Якутия),39474,11104,28370,63102.0,20147.0,22223.0,5761.0,14971.0
2018-08-10,region,Приморский край,88322,41424,46898,230806.0,86896.0,77638.0,18827.0,47445.0
2018-08-10,region,Хабаровский край,51511,25781,25730,149539.0,55636.0,55186.0,14408.0,24309.0
2018-08-10,region,Амурская область,26571,9637,16934,76859.0,21719.0,28413.0,5839.0,20888.0
2018-08-10,region,Камчатский край,15356,5648,9708,35265.0,11056.0,12075.0,3882.0,8252.0
2018-08-10,region,Магаданская область,7118,2367,4751,18877.0,5717.0,7277.0,2848.0,3035.0
2018-08-10,region,Сахалинская область,23294,8774,14520,69710.0,22975.0,24639.0,8493.0,13603.0
2018-08-10,region,Еврейская автономная область,4179,1215,2964,12012.0,3327.0,4651.0,144.0,3890.0
2018-08-10,region,Чукотский автономный округ,1365,374,991,2805.0,937.0,855.0,372.0,641.0
2019-01-10,RF,Российская Федерация,6041195,2715388,3325807,15873589.0,5859566.0,5803721.0,1782210.0,2428092.0
2019-01-10,FO,Центральный федеральный округ,1866670,958797,907873,5075330.0,2037791.0,1886440.0,591593.0,559506.0
2019-01-10,region,Белгородская область,64660,23088,41572,147968.0,47411.0,54287.0,18155.0,28115.0
2019-01-10,region,Брянская область,41621,12635,28986,101430.0,32493.0,42428.0,10039.0,16470.0
2019-01-10,region,Владимирская область,53280,18754,34526,158688.0,48828.0,59465.0,21089.0,29306.0
2019-01-10,region,Воронежская область,88815,36495,52320,251579.0,77793.0,97720.0,30502.0,45564.0
2019-01-10,region,Ивановская область,43520,20792,22728,130525.0,42360.0,52485.0,7578.0,28102.0
2019-01-10,region,Калужская область,43798,14513,29285,118913.0,35235.0,50491.0,14667.0,18520.0
2019-01-10,region,Костромская область,23794,9488,14306,89578.0,23824.0,33556.0,7149.0,25049.0
2019-01-10,region,Курская область,36613,12151,24462,95089.0,25188.0,34645.0,11037.0,24219.0
2019-01-10,region,Липецкая область,40268,13403,26865,98149.0,32249.0,37641.0,11962.0,16297.0
2019-01-10,region,Московская область,337272,133626,203646,837786.0,320249.0,309201.0,113476.0,94860.0
2019-01-10,region,Орловская область,26836,8955,17881,74297.0,20439.0,28431.0,10292.0,15135.0
2019-01-10,region,Рязанская область,42997,17762,25235,135324.0,41703.0,54486.0,14302.0,24833.0
2019-01-10,region,Смоленская область,39160,17394,21766,111583.0,33407.0,42459.0,14812.0,20905.0
2019-01-10,region,Тамбовская область,32023,10584,21439,81251.0,23602.0,30605.0,9920.0,17124.0
2019-01-10,region,Тверская область,47627,20440,27187,147993.0,49191.0,56813.0,16492.0,25497.0
2019-01-10,region,Тульская область,56476,22000,34476,143603.0,48815.0,54145.0,17195.0,23448.0
2019-01-10,region,Ярославская область,54527,28168,26359,159725.0,56010.0,60533.0,19550.0,23632.0
2019-01-10,region,г.Москва,793383,538549,254834,2191849.0,1078994.0,787049.0,243376.0,82430.0
2019-01-10,FO,Северо-Западный федеральный округ,707495,376865,330630,1954712.0,809042.0,730577.0,204609.0,210484.0
2019-01-10,region,Республика Карелия,26726,12604,14122,62428.0,24364.0,25713.0,4462.0,7889.0
2019-01-10,region,Республика Коми,29029,10751,18278,76379.0,23007.0,28525.0,7289.0,17558.0
2019-01-10,region,Архангельская область,38130,13617,24513,107196.0,29321.0,40159.0,9963.0,27753.0
2019-01-10,region,Вологодская область,53659,26223,27436,132464.0,42017.0,50547.0,13897.0,26003.0
2019-01-10,region,Калининградская область,58566,31737,26829,148491.0,66241.0,51251.0,8167.0,22832.0
2019-01-10,region,Ленинградская область,59584,18275,41309,155687.0,46381.0,57950.0,25190.0,26166.0
2019-01-10,region,Мурманская область,26284,10906,15378,57912.0,22978.0,21470.0,5172.0,8292.0
2019-01-10,region,Новгородская область,21693,7991,13702,58477.0,17504.0,23960.0,7774.0,9239.0
2019-01-10,region,Псковская область,23032,10067,12965,65942.0,22041.0,27267.0,7717.0,8917.0
2019-01-10,region,г.Санкт-Петербург,369354,234299,135055,1086357.0,514371.0,402561.0,114296.0,55129.0
2019-01-10,region,Ненецкий автономный округ,1438,395,1043,3379.0,817.0,1174.0,682.0,706.0
2019-01-10,FO,Южный федеральный округ,709427,207168,502259,1505976.0,498431.0,487627.0,151361.0,368557.0
2019-01-10,region,Республика Адыгея (Адыгея),17106,3736,13370,34229.0,9691.0,11876.0,5406.0,7256.0
2019-01-10,region,Республика Калмыкия,8994,1776,7218,13038.0,3893.0,4005.0,1590.0,3550.0
2019-01-10,region,Краснодарский край,282016,81034,200982,549561.0,181389.0,175972.0,59999.0,132201.0
2019-01-10,region,Астраханская область,31795,9605,22190,75877.0,22951.0,25740.0,5238.0,21948.0
2019-01-10,region,Волгоградская область,80357,26716,53641,198158.0,65786.0,70306.0,22718.0,39348.0
2019-01-10,region,Ростовская область,177454,53638,123816,421377.0,135773.0,142308.0,44160.0,99136.0
2019-01-10,region,Республика Крым,87378,22660,64718,166522.0,58961.0,44720.0,9979.0,52862.0
2019-01-10,region,г.Севастополь,24327,8003,16324,47214.0,19987.0,12700.0,2271.0,12256.0
2019-01-10,FO,Северо-Кавказский федеральный округ,201326,48397,152929,354967.0,108441.0,121879.0,50495.0,74152.0
2019-01-10,region,Республика Дагестан,35526,6497,29029,40027.0,13719.0,17601.0,5106.0,3601.0
2019-01-10,region,Республика Ингушетия,4333,1982,2351,4290.0,2432.0,1457.0,128.0,273.0
2019-01-10,region,Кабардино-Балкарская Республика,19111,5111,14000,30462.0,10811.0,11384.0,3774.0,4493.0
2019-01-10,region,Карачаево-Черкесская Республика,11079,2647,8432,18037.0,5939.0,4851.0,3582.0,3665.0
2019-01-10,region,Республика Северная Осетия - Алания,15051,4217,10834,27216.0,9883.0,11078.0,3131.0,3124.0
2019-01-10,region,Чеченская Республика,14583,3028,11555,12317.0,5518.0,3902.0,1180.0,1717.0
2019-01-10,region,Ставропольский край,101643,24915,76728,222618.0,60139.0,71606.0,33594.0,57279.0
2019-01-10,FO,Приволжский федеральный округ,1080648,469667,610981,3121460.0,1037428.0,1183583.0,368129.0,532320.0
2019-01-10,region,Республика Башкортостан,126847,52549,74298,337883.0,109355.0,130150.0,38192.0,60186.0
2019-01-10,region,Республика Марий Эл,21225,9137,12088,67979.0,20454.0,27964.0,7641.0,11920.0
2019-01-10,region,Республика Мордовия,20992,6900,14092,72326.0,17616.0,28600.0,10307.0,15803.0
2019-01-10,region,Республика Татарстан (Татарстан),159254,74633,84621,447466.0,165110.0,168486.0,50190.0,63680.0
2019-01-10,region,Удмуртская Республика,58306,25557,32749,173370.0,53142.0,68595.0,24950.0,26683.0
2019-01-10,region,Чувашская Республика - Чувашия,46134,15839,30295,126383.0,38584.0,49629.0,17523.0,20647.0
2019-01-10,region,Кировская область,50650,21544,29106,150562.0,43427.0,55920.0,18942.0,32273.0
2019-01-10,region,Нижегородская область,131050,63090,67960,411343.0,139066.0,159732.0,51591.0,60954.0
2019-01-10,region,Оренбургская область,59247,20786,38461,160000.0,46437.0,62538.0,21637.0,29388.0
2019-01-10,region,Пензенская область,46521,15591,30930,132285.0,37497.0,45847.0,12048.0,36893.0
2019-01-10,region,Пермский край,106473,45614,60859,297451.0,95793.0,104029.0,32953.0,64676.0
2019-01-10,region,Самарская область,134263,70951,63312,384789.0,158894.0,148337.0,43256.0,34302.0
2019-01-10,region,Саратовская область,75272,28580,46692,237342.0,71868.0,86065.0,26207.0,53202.0
2019-01-10,region,Ульяновская область,44414,18896,25518,122281.0,40185.0,47691.0,12692.0,21713.0
2019-01-10,FO,Уральский федеральный округ,517901,232484,285417,1350830.0,484011.0,488356.0,154648.0,223815.0
2019-01-10,region,Курганская область,22751,7862,14889,64810.0,17644.0,24270.0,6351.0,16545.0
2019-01-10,region,Свердловская область,202653,98730,103923,534245.0,197338.0,184630.0,62951.0,89326.0
2019-01-10,region,Тюменская область,66235,32436,33799,184395.0,70680.0,67665.0,21118.0,24932.0
2019-01-10,region,Челябинская область,145780,66379,79401,363428.0,132082.0,136286.0,35049.0,60011.0
2019-01-10,region,Ханты-Мансийский автономный округ - Югра,61971,21781,40190,159636.0,52267.0,60292.0,23962.0,23115.0
2019-01-10,region,Ямало-Ненецкий автономный округ,18511,5296,13215,44316.0,14000.0,15213.0,5217.0,9886.0
2019-01-10,FO,Сибирский федеральный округ,642811,294143,348668,1727752.0,620117.0,630065.0,191971.0,285599.0
2019-01-10,region,Республика Алтай,8378,2880,5498,19632.0,5633.0,7068.0,3233.0,3698.0
2019-01-10,region,Республика Тыва,6939,1114,5825,8702.0,2319.0,1980.0,962.0,3441.0
2019-01-10,region,Республика Хакасия,17281,5413,11868,43469.0,11909.0,13788.0,2972.0,14800.0
2019-01-10,region,Алтайский край,79064,34172,44892,223893.0,70495.0,81753.0,30289.0,41356.0
2019-01-10,region,Красноярский край,110518,50931,59587,283100.0,104256.0,98379.0,30141.0,50324.0
2019-01-10,region,Иркутская область,89761,38940,50821,230382.0,83610.0,86129.0,20268.0,40375.0
2019-01-10,region,Кемеровская область,72010,30150,41860,206758.0,70506.0,82171.0,21226.0,32855.0
2019-01-10,region,Новосибирская область,146975,79387,67588,405818.0,166986.0,151459.0,48646.0,38727.0
2019-01-10,region,Омская область,68429,29606,38823,190520.0,61435.0,68509.0,20812.0,39764.0
2019-01-10,region,Томская область,43456,21550,21906,115478.0,42968.0,38829.0,13422.0,20259.0
2019-01-10,FO,Дальневосточный федеральный округ,314917,127867,187050,782562.0,264305.0,275194.0,69404.0,173659.0
2019-01-10,region,Республика Бурятия,28646,11466,17180,61613.0,19890.0,18596.0,4537.0,18590.0
2019-01-10,region,Республика Саха (Якутия),39423,11469,27954,62587.0,20062.0,22271.0,5761.0,14493.0
2019-01-10,region,Приморский край,89539,42249,47290,227704.0,86010.0,77191.0,18759.0,45744.0
2019-01-10,region,Хабаровский край,52688,26351,26337,146612.0,55081.0,54474.0,13593.0,23464.0
2019-01-10,region,Амурская область,26902,9849,17053,75753.0,21480.0,28094.0,5851.0,20328.0
2019-01-10,region,Камчатский край,15521,5771,9750,35068.0,11017.0,12062.0,3882.0,8107.0
2019-01-10,region,Магаданская область,7106,2378,4728,18756.0,5674.0,7251.0,2848.0,2983.0
2019-01-10,region,Сахалинская область,23500,8880,14620,69119.0,22764.0,24501.0,8378.0,13476.0
2019-01-10,region,Забайкальский край,26037,7826,18211,70718.0,18083.0,25268.0,5279.0,22088.0
2019-01-10,region,Еврейская автономная область,4178,1242,2936,11819.0,3306.0,4631.0,144.0,3738.0
2019-01-10,region,Чукотский автономный округ,1377,386,991,2813.0,938.0,855.0,372.0,648.0
2019-08-10,RF,Российская Федерация,5836910,2460399,3376511,15391085.0,5824604.0,5437454.0,1603276.0,2525751.0
2019-08-10,FO,Центральный федеральный округ,1776453,841457,934996,4949779.0,2022057.0,1787451.0,545201.0,595070.0
2019-08-10,region,Белгородская область,61756,20239,41517,144946.0,47077.0,52183.0,16858.0,28828.0
2019-08-10,region,Брянская область,40618,11718,28900,99550.0,31059.0,39762.0,10365.0,18364.0
2019-08-10,region,Владимирская область,52402,17617,34785,148079.0,46494.0,54295.0,18347.0,28943.0
2019-08-10,region,Воронежская область,86841,33527,53314,244963.0,79145.0,90611.0,28185.0,47022.0
2019-08-10,region,Ивановская область,42370,19668,22702,124997.0,41824.0,48871.0,7002.0,27300.0
2019-08-10,region,Калужская область,42902,13730,29172,114543.0,35104.0,46233.0,14173.0,19033.0
2019-08-10,region,Костромская область,23319,8951,14368,86185.0,22751.0,30578.0,7702.0,25154.0
2019-08-10,region,Курская область,35664,11041,24623,90127.0,24717.0,31983.0,9457.0,23970.0
2019-08-10,region,Липецкая область,39846,12679,27167,95003.0,32173.0,35537.0,10082.0,17211.0
2019-08-10,region,Московская область,342110,129268,212842,835780.0,324228.0,301390.0,105382.0,104780.0
2019-08-10,region,Орловская область,26352,8229,18123,70385.0,19609.0,25792.0,9191.0,15793.0
2019-08-10,region,Рязанская область,42149,16613,25536,129804.0,40821.0,50769.0,12125.0,26089.0
2019-08-10,region,Смоленская область,37930,16396,21534,107951.0,34089.0,38911.0,14502.0,20449.0
2019-08-10,region,Тамбовская область,31761,9848,21913,77502.0,22897.0,28049.0,9183.0,17373.0
2019-08-10,region,Тверская область,47002,19517,27485,144881.0,48635.0,54741.0,15873.0,25632.0
2019-08-10,region,Тульская область,54962,20171,34791,138252.0,49095.0,50308.0,14590.0,24259.0
2019-08-10,region,Ярославская область,49840,23907,25933,147070.0,54420.0,53662.0,15271.0,23717.0
2019-08-10,region,г.Москва,718629,448338,270291,2149761.0,1067919.0,753776.0,226913.0,101153.0
2019-08-10,FO,Северо-Западный федеральный округ,678472,340931,337541,1876220.0,801333.0,683864.0,172677.0,218346.0
2019-08-10,region,Республика Карелия,26270,11876,14394,59057.0,23067.0,23515.0,4501.0,7974.0
2019-08-10,region,Республика Коми,27631,9932,17699,69608.0,21845.0,25791.0,6102.0,15870.0
2019-08-10,region,Архангельская область,36941,12617,24324,96379.0,27569.0,34829.0,8745.0,25236.0
2019-08-10,region,Вологодская область,50997,23891,27106,127597.0,43712.0,45141.0,12448.0,26296.0
2019-08-10,region,Калининградская область,55990,29037,26953,141751.0,64083.0,46908.0,6198.0,24562.0
2019-08-10,region,Ленинградская область,61478,18503,42975,148049.0,46074.0,54127.0,20215.0,27633.0
2019-08-10,region,Мурманская область,25112,9992,15120,51250.0,20840.0,18551.0,4020.0,7839.0
2019-08-10,region,Новгородская область,20842,7262,13580,53463.0,16935.0,21828.0,5400.0,9300.0
2019-08-10,region,Псковская область,22352,9169,13183,60160.0,21245.0,24341.0,5626.0,8948.0
2019-08-10,region,г.Санкт-Петербург,349430,208268,141162,1065380.0,515037.0,387719.0,98627.0,63997.0
2019-08-10,region,Ненецкий автономный округ,1429,384,1045,3526.0,926.0,1114.0,795.0,691.0
2019-08-10,FO,Южный федеральный округ,703469,191887,511582,1468090.0,492549.0,452714.0,135586.0,387241.0
2019-08-10,region,Республика Адыгея (Адыгея),16249,3533,12716,31601.0,9211.0,10955.0,3526.0,7909.0
2019-08-10,region,Республика Калмыкия,8882,1612,7270,11751.0,3306.0,3526.0,1190.0,3729.0
2019-08-10,region,Краснодарский край,281267,74759,206508,542359.0,185681.0,162389.0,54779.0,139510.0
2019-08-10,region,Астраханская область,30943,8781,22162,72970.0,22988.0,22482.0,5670.0,21830.0
2019-08-10,region,Волгоградская область,78395,24077,54318,186273.0,62139.0,62686.0,20039.0,41409.0
2019-08-10,region,Ростовская область,174171,49824,124347,402570.0,130964.0,132367.0,36538.0,102701.0
2019-08-10,region,Республика Крым,89538,21677,67861,173511.0,58823.0,45283.0,11821.0,57584.0
2019-08-10,region,г.Севастополь,24024,7624,16400,47055.0,19437.0,13026.0,2023.0,12569.0
2019-08-10,FO,Северо-Кавказский федеральный округ,196665,45390,151275,348283.0,110963.0,111785.0,44708.0,80827.0
2019-08-10,region,Республика Дагестан,34566,6362,28204,41759.0,15295.0,16382.0,4098.0,5984.0
2019-08-10,region,Республика Ингушетия,4353,1501,2852,4536.0,2718.0,1390.0,115.0,313.0
2019-08-10,region,Кабардино-Балкарская Республика,18225,4811,13414,28808.0,11065.0,9942.0,3334.0,4467.0
2019-08-10,region,Карачаево-Черкесская Республика,10739,2471,8268,17889.0,6026.0,4248.0,3296.0,4319.0
2019-08-10,region,Республика Северная Осетия - Алания,14923,4059,10864,25748.0,9917.0,9837.0,2442.0,3552.0
2019-08-10,region,Чеченская Республика,13113,3030,10083,13315.0,5597.0,4301.0,1628.0,1789.0
2019-08-10,region,Ставропольский край,100746,23156,77590,216228.0,60345.0,65685.0,29795.0,60403.0
2019-08-10,FO,Приволжский федеральный округ,1047886,435412,612474,3013078.0,1038454.0,1096505.0,332731.0,545388.0
2019-08-10,region,Республика Башкортостан,124114,49533,74581,330689.0,110854.0,124911.0,33111.0,61813.0
2019-08-10,region,Республика Марий Эл,20334,8103,12231,64936.0,20589.0,24998.0,6292.0,13057.0
2019-08-10,region,Республика Мордовия,20719,6435,14284,67643.0,16647.0,26527.0,8682.0,15787.0
2019-08-10,region,Республика Татарстан (Татарстан),154370,69643,84727,436476.0,170021.0,154180.0,46029.0,66246.0
2019-08-10,region,Удмуртская Республика,56065,23584,32481,170228.0,53152.0,64413.0,24646.0,28017.0
2019-08-10,region,Чувашская Республика - Чувашия,45474,14919,30555,121117.0,38487.0,45464.0,15277.0,21889.0
2019-08-10,region,Кировская область,48583,19631,28952,139736.0,42502.0,49074.0,15247.0,32913.0
2019-08-10,region,Нижегородская область,125728,57808,67920,396735.0,139121.0,147615.0,47867.0,62132.0
2019-08-10,region,Оренбургская область,57468,19080,38388,151529.0,44811.0,56963.0,19741.0,30014.0
2019-08-10,region,Пензенская область,45210,14170,31040,124475.0,36038.0,42114.0,9874.0,36449.0
2019-08-10,region,Пермский край,101380,41560,59820,286616.0,94602.0,97473.0,29994.0,64547.0
2019-08-10,region,Самарская область,130890,66650,64240,378706.0,161186.0,138022.0,42320.0,37178.0
2019-08-10,region,Саратовская область,74095,26813,47282,223606.0,70625.0,78559.0,21690.0,52732.0
2019-08-10,region,Ульяновская область,43456,17483,25973,120586.0,39819.0,46192.0,11961.0,22614.0
2019-08-10,FO,Уральский федеральный округ,503146,215407,287739,1319283.0,484057.0,458097.0,143627.0,233502.0
2019-08-10,region,Курганская область,21898,7202,14696,63087.0,17392.0,21986.0,7213.0,16496.0
2019-08-10,region,Свердловская область,198183,91563,106620,527626.0,196716.0,179459.0,56355.0,95096.0
2019-08-10,region,Тюменская область,65596,30986,34610,181513.0,71716.0,64188.0,19071.0,26538.0
2019-08-10,region,Челябинская область,139036,60311,78725,349642.0,133416.0,121018.0,32903.0,62305.0
2019-08-10,region,Ханты-Мансийский автономный округ - Югра,60641,20511,40130,155278.0,51407.0,56855.0,23338.0,23678.0
2019-08-10,region,Ямало-Ненецкий автономный округ,17792,4834,12958,42137.0,13410.0,14591.0,4747.0,9389.0
2019-08-10,FO,Сибирский федеральный округ,621640,269186,352454,1661427.0,613829.0,588538.0,165751.0,293309.0
2019-08-10,region,Республика Алтай,8380,2664,5716,18679.0,5335.0,6462.0,3373.0,3509.0
2019-08-10,region,Республика Тыва,7068,1070,5998,8785.0,2415.0,1743.0,740.0,3887.0
2019-08-10,region,Республика Хакасия,16930,5033,11897,39341.0,10843.0,11916.0,2809.0,13773.0
2019-08-10,region,Алтайский край,77459,31858,45601,216110.0,69789.0,75973.0,29392.0,40956.0
2019-08-10,region,Красноярский край,105692,45895,59797,269460.0,102129.0,91828.0,25064.0,50439.0
2019-08-10,region,Иркутская область,87858,36570,51288,220765.0,82115.0,79838.0,17476.0,41336.0
2019-08-10,region,Кемеровская область,69987,27905,42082,201347.0,70866.0,77737.0,18970.0,33774.0
2019-08-10,region,Новосибирская область,141560,71845,69715,394095.0,168220.0,143458.0,39521.0,42896.0
2019-08-10,region,Омская область,64805,26489,38316,180037.0,59305.0,62844.0,15549.0,42339.0
2019-08-10,region,Томская область,41901,19857,22044,112808.0,42812.0,36739.0,12857.0,20400.0
2019-08-10,FO,Дальневосточный федеральный округ,309179,120729,188450,754925.0,261362.0,258500.0,62995.0,172068.0
2019-08-10,region,Республика Бурятия,28458,11227,17231,58529.0,20108.0,17714.0,3056.0,17651.0
2019-08-10,region,Республика Саха (Якутия),38650,10901,27749,58523.0,19482.0,20607.0,4530.0,13904.0
2019-08-10,region,Приморский край,87865,39705,48160,222811.0,86405.0,74457.0,16074.0,45875.0
2019-08-10,region,Хабаровский край,50931,24086,26845,141477.0,53953.0,51291.0,11940.0,24293.0
2019-08-10,region,Амурская область,27059,9704,17355,75191.0,22399.0,26485.0,5857.0,20450.0
2019-08-10,region,Камчатский край,15217,5584,9633,33186.0,10793.0,11196.0,3466.0,7731.0
2019-08-10,region,Магаданская область,6771,2225,4546,18746.0,5222.0,7335.0,3147.0,3042.0
2019-08-10,region,Сахалинская область,23401,8447,14954,66056.0,21399.0,23041.0,8740.0,12876.0
2019-08-10,region,Забайкальский край,25395,7309,18086,66326.0,17726.0,21687.0,4893.0,22020.0
2019-08-10,region,Еврейская автономная область,4084,1157,2927,10850.0,2922.0,4046.0,360.0,3522.0
2019-08-10,region,Чукотский автономный округ,1348,384,964,3230.0,953.0,641.0,932.0,704.0
2020-01-10,RF,Российская Федерация,5916906,2528711,3388195,15321788.0,5740626.0,5456929.0,1673683.0,2450550.0
2020-01-10,FO,Центральный федеральный округ,1821752,869197,952555,4937504.0,1995653.0,1795195.0,568757.0,577899.0
2020-01-10,region,Белгородская область,62362,21247,41115,142390.0,46420.0,51930.0,16936.0,27104.0
2020-01-10,region,Брянская область,39590,11770,27820,99051.0,30750.0,39735.0,10830.0,17736.0
2020-01-10,region,Владимирская область,52424,17842,34582,147606.0,45969.0,54490.0,19041.0,28106.0
2020-01-10,region,Воронежская область,87627,34419,53208,242480.0,77498.0,90786.0,29295.0,44901.0
2020-01-10,region,Ивановская область,42528,19907,22621,122820.0,40620.0,48121.0,7704.0,26375.0
2020-01-10,region,Калужская область,42860,14119,28741,114957.0,34976.0,46612.0,14729.0,18640.0
2020-01-10,region,Костромская область,23152,8961,14191,84937.0,22430.0,30542.0,7524.0,24441.0
2020-01-10,region,Курская область,35990,11538,24452,89447.0,24454.0,31950.0,9752.0,23291.0
2020-01-10,region,Липецкая область,39881,13147,26734,93668.0,31918.0,35012.0,10323.0,16415.0
2020-01-10,region,Московская область,354974,134826,220148,841569.0,323140.0,305110.0,111986.0,101333.0
2020-01-10,region,Орловская область,25869,7979,17890,69867.0,19125.0,26137.0,9330.0,15275.0
2020-01-10,region,Рязанская область,42544,17073,25471,129571.0,40488.0,51243.0,12433.0,25407.0
2020-01-10,region,Смоленская область,38654,17199,21455,108107.0,33866.0,39336.0,14955.0,19950.0
2020-01-10,region,Тамбовская область,31434,9923,21511,77965.0,22509.0,28150.0,10405.0,16901.0
2020-01-10,region,Тверская область,47390,19952,27438,143526.0,48128.0,54361.0,16111.0,24926.0
2020-01-10,region,Тульская область,55668,20701,34967,139054.0,48616.0,50649.0,16238.0,23551.0
2020-01-10,region,Ярославская область,50451,24651,25800,149771.0,53692.0,54826.0,17960.0,23293.0
2020-01-10,region,г.Москва,748354,463943,284411,2140718.0,1051054.0,756205.0,233205.0,100254.0
2020-01-10,FO,Северо-Западный федеральный округ,692465,347056,345409,1871370.0,785548.0,688404.0,184251.0,213167.0
2020-01-10,region,Республика Карелия,26401,12025,14376,58273.0,22608.0,23396.0,4530.0,7739.0
2020-01-10,region,Республика Коми,27546,9958,17588,68308.0,21460.0,25586.0,6102.0,15160.0
2020-01-10,region,Архангельская область,36927,12766,24161,95400.0,27321.0,34808.0,9004.0,24267.0
2020-01-10,region,Вологодская область,51434,24681,26753,126825.0,43112.0,45584.0,12603.0,25526.0
2020-01-10,region,Калининградская область,56768,29464,27304,143197.0,63480.0,48020.0,7745.0,23952.0
2020-01-10,region,Ленинградская область,63918,19466,44452,150963.0,45810.0,55158.0,22691.0,27304.0
2020-01-10,region,Мурманская область,25182,9977,15205,51185.0,20272.0,18717.0,4670.0,7526.0
2020-01-10,region,Новгородская область,20913,7541,13372,54886.0,17083.0,22393.0,6246.0,9164.0
2020-01-10,region,Псковская область,22114,9162,12952,60296.0,21141.0,24531.0,5937.0,8687.0
2020-01-10,region,г.Санкт-Петербург,359777,211610,148167,1058348.0,502313.0,389041.0,103823.0,63171.0
2020-01-10,region,Ненецкий автономный округ,1485,406,1079,3689.0,948.0,1170.0,900.0,671.0
2020-01-10,FO,Южный федеральный округ,694492,196194,498298,1460137.0,485438.0,457131.0,142207.0,375361.0
2020-01-10,region,Республика Адыгея (Адыгея),16146,3641,12505,31789.0,9050.0,11204.0,3756.0,7779.0
2020-01-10,region,Республика Калмыкия,8903,1660,7243,11743.0,3378.0,3721.0,1190.0,3454.0
2020-01-10,region,Краснодарский край,276897,76769,200128,539273.0,182646.0,163685.0,58226.0,134716.0
2020-01-10,region,Астраханская область,30800,8928,21872,71947.0,22622.0,22944.0,5661.0,20720.0
2020-01-10,region,Волгоградская область,77835,24110,53725,184789.0,60795.0,63457.0,20912.0,39625.0
2020-01-10,region,Ростовская область,174209,51512,122697,402450.0,129618.0,134004.0,38524.0,100304.0
2020-01-10,region,Республика Крым,85804,21844,63960,171637.0,58153.0,45026.0,11915.0,56543.0
2020-01-10,region,г.Севастополь,23898,7730,16168,46509.0,19176.0,13090.0,2023.0,12220.0
2020-01-10,FO,Северо-Кавказский федеральный округ,200256,48053,152203,352380.0,111918.0,114307.0,47446.0,78709.0
2020-01-10,region,Республика Дагестан,36569,7348,29221,45653.0,16467.0,18170.0,4999.0,6017.0
2020-01-10,region,Республика Ингушетия,4730,1719,3011,4873.0,2757.0,1466.0,335.0,315.0
2020-01-10,region,Кабардино-Балкарская Республика,18496,5049,13447,29162.0,11104.0,10021.0,3687.0,4350.0
2020-01-10,region,Карачаево-Черкесская Республика,10861,2631,8230,18460.0,6105.0,4338.0,3754.0,4263.0
2020-01-10,region,Республика Северная Осетия - Алания,14981,4304,10677,26241.0,9966.0,10139.0,2765.0,3371.0
